vuln_id,asset_id,cve_id,severity,cvss_score,cwe_type,discovery_date,status,patch_due_days,exploit_available
VULN-00980,AST-0486,CVE-2023-4683,High,7.2,CWE-79,2026-03-05,Closed,14,Yes
VULN-00981,AST-0398,CVE-2023-2599,Low,1.9,CWE-79,2025-05-16,Open,60,No
VULN-00982,AST-0241,CVE-2023-6422,Medium,6.0,CWE-89,2025-10-14,Closed,60,No
VULN-00983,AST-0156,CVE-2023-8812,Critical,9.5,CWE-79,2025-04-22,Closed,7,No
VULN-00984,AST-0482,CVE-2023-5732,Medium,4.8,CWE-287,2026-01-30,Risk Accepted,14,No
VULN-00985,AST-0287,CVE-2023-9123,Critical,9.5,CWE-79,2025-11-10,Closed,14,No
VULN-00986,AST-0355,CVE-2023-3161,Low,1.2,CWE-79,2025-05-05,Risk Accepted,14,No
VULN-00987,AST-0338,CVE-2023-3826,Low,1.5,CWE-79,2025-08-28,Open,7,Yes
VULN-00988,AST-0391,CVE-2023-1990,Medium,5.0,CWE-20,2025-07-11,Closed,14,No
VULN-00989,AST-0216,CVE-2023-5961,High,8.1,CWE-79,2025-12-23,In Progress,90,Yes
VULN-00990,AST-0072,CVE-2023-5456,Critical,9.6,CWE-287,2025-05-11,In Progress,14,No
VULN-00991,AST-0300,CVE-2023-1040,Critical,9.1,CWE-200,2026-02-12,Closed,30,No
VULN-00992,AST-0213,CVE-2023-8303,High,8.0,CWE-79,2025-12-24,In Progress,14,No
VULN-00993,AST-0252,CVE-2023-1894,Medium,6.6,CWE-200,2025-04-30,Closed,30,No
VULN-00994,AST-0013,CVE-2023-3947,Critical,9.9,CWE-119,2026-02-01,Risk Accepted,90,Yes
VULN-00995,AST-0059,CVE-2023-9691,High,8.1,CWE-89,2025-04-27,Closed,7,Yes
VULN-00996,AST-0300,CVE-2023-1535,High,8.4,CWE-119,2025-07-20,Open,14,No
VULN-00997,AST-0136,CVE-2023-2354,Low,2.2,CWE-119,2025-07-01,Closed,14,Yes
VULN-00998,AST-0285,CVE-2023-6620,Critical,9.2,CWE-200,2026-03-06,Open,90,No
VULN-00999,AST-0161,CVE-2023-2791,Medium,4.9,CWE-20,2025-04-22,Closed,90,Yes
VULN-01000,AST-0029,CVE-2023-9447,High,8.0,CWE-89,2025-12-12,Closed,7,Yes
VULN-01001,AST-0017,CVE-2023-9796,Medium,6.7,CWE-79,2025-06-13,In Progress,14,Yes
VULN-01002,AST-0083,CVE-2023-4836,Critical,9.6,CWE-200,2025-07-16,Closed,30,Yes
VULN-01003,AST-0042,CVE-2023-8492,Medium,6.1,CWE-200,2025-06-03,Closed,30,Yes
VULN-01004,AST-0370,CVE-2023-2791,Critical,9.8,CWE-287,2025-10-15,Closed,14,No
VULN-01005,AST-0154,CVE-2023-2900,Critical,9.5,CWE-200,2025-12-30,Open,60,No
VULN-01006,AST-0428,CVE-2023-2791,High,8.6,CWE-20,2025-05-29,Closed,14,No
VULN-01007,AST-0054,CVE-2023-6152,High,7.8,CWE-287,2025-11-20,Risk Accepted,30,Yes
VULN-01008,AST-0356,CVE-2023-3321,Low,0.5,CWE-119,2025-07-08,In Progress,14,Yes
VULN-01009,AST-0263,CVE-2023-3321,Low,3.7,CWE-287,2025-10-12,Closed,7,No
VULN-01010,AST-0374,CVE-2023-9209,High,8.7,CWE-119,2026-01-11,In Progress,7,Yes
VULN-01011,AST-0049,CVE-2023-2923,Critical,9.4,CWE-287,2025-07-23,Risk Accepted,7,Yes
VULN-01012,AST-0384,CVE-2023-7703,Critical,9.6,CWE-119,2026-02-06,Open,7,Yes
VULN-01013,AST-0259,CVE-2023-9185,Critical,9.1,CWE-79,2025-09-05,Closed,14,Yes
VULN-01014,AST-0097,CVE-2023-9755,Critical,10.0,CWE-200,2025-06-19,Closed,7,Yes
VULN-01015,AST-0213,CVE-2023-4470,High,7.9,CWE-119,2025-12-06,In Progress,30,No
VULN-01016,AST-0027,CVE-2023-5592,Low,0.7,CWE-200,2025-12-06,Closed,90,Yes
VULN-01017,AST-0008,CVE-2023-8851,Critical,9.8,CWE-200,2026-01-30,Closed,7,No
VULN-01018,AST-0417,CVE-2023-4996,High,7.0,CWE-79,2026-01-18,In Progress,60,No
VULN-01019,AST-0369,CVE-2023-9019,High,7.7,CWE-89,2025-05-29,Risk Accepted,7,No
VULN-01020,AST-0233,CVE-2023-4996,High,8.9,CWE-79,2026-02-11,Closed,30,Yes
VULN-01021,AST-0028,CVE-2023-9128,Medium,4.3,CWE-79,2026-02-27,Open,90,Yes
VULN-01022,AST-0257,CVE-2023-7286,High,7.8,CWE-200,2025-06-17,In Progress,60,Yes
VULN-01023,AST-0311,CVE-2023-9019,Medium,5.8,CWE-20,2025-08-13,Open,30,No
VULN-01024,AST-0494,CVE-2023-7520,Medium,6.7,CWE-287,2025-05-26,Open,7,Yes
VULN-01025,AST-0170,CVE-2023-2354,High,7.6,CWE-119,2025-11-25,Risk Accepted,7,Yes
VULN-01026,AST-0116,CVE-2023-4228,Low,3.7,CWE-89,2025-04-24,Open,30,Yes
VULN-01027,AST-0199,CVE-2023-3298,High,8.5,CWE-20,2026-04-10,Risk Accepted,60,No
VULN-01028,AST-0306,CVE-2023-2494,Low,2.4,CWE-20,2025-08-14,In Progress,14,No
VULN-01029,AST-0251,CVE-2023-7046,Low,2.2,CWE-200,2025-11-24,Risk Accepted,90,Yes
VULN-01030,AST-0329,CVE-2023-2420,Low,0.4,CWE-119,2026-01-03,In Progress,7,Yes
VULN-01031,AST-0005,CVE-2023-7401,Medium,4.0,CWE-79,2026-04-02,Closed,90,No
VULN-01032,AST-0321,CVE-2023-6980,High,8.7,CWE-20,2025-09-07,Closed,14,No
VULN-01033,AST-0252,CVE-2023-2083,Low,0.6,CWE-200,2025-09-16,Risk Accepted,14,Yes
VULN-01034,AST-0436,CVE-2023-2735,High,7.1,CWE-79,2026-04-15,In Progress,60,Yes
VULN-01035,AST-0084,CVE-2023-8210,Low,1.5,CWE-79,2026-01-17,Open,60,Yes
VULN-01036,AST-0482,CVE-2023-2615,Critical,9.1,CWE-79,2025-07-01,In Progress,7,Yes
VULN-01037,AST-0156,CVE-2023-6707,Low,0.7,CWE-119,2025-05-14,In Progress,90,No
VULN-01038,AST-0210,CVE-2023-7931,Low,1.7,CWE-119,2025-11-30,Open,30,Yes
VULN-01039,AST-0062,CVE-2023-4496,High,7.1,CWE-79,2026-01-08,In Progress,90,Yes
VULN-01040,AST-0388,CVE-2023-7010,Critical,9.4,CWE-287,2026-03-03,Risk Accepted,90,No
VULN-01041,AST-0007,CVE-2023-7010,Medium,6.1,CWE-89,2025-12-14,Closed,7,No
VULN-01042,AST-0433,CVE-2023-4683,High,8.4,CWE-200,2025-07-18,Open,14,No
VULN-01043,AST-0078,CVE-2023-6272,High,8.6,CWE-200,2025-05-24,Open,60,No
VULN-01044,AST-0410,CVE-2023-5729,Medium,5.9,CWE-119,2026-01-10,In Progress,7,No
VULN-01045,AST-0111,CVE-2023-9300,Low,0.8,CWE-79,2026-02-09,Open,30,No
VULN-01046,AST-0326,CVE-2023-3469,Critical,9.2,CWE-200,2025-08-10,Open,7,Yes
VULN-01047,AST-0331,CVE-2023-3194,Critical,9.8,CWE-89,2026-03-11,In Progress,7,Yes
VULN-01048,AST-0094,CVE-2023-6289,Medium,4.2,CWE-200,2026-01-05,Open,90,No
VULN-01049,AST-0355,CVE-2023-3525,Critical,9.0,CWE-20,2025-12-04,Open,30,No
VULN-01050,AST-0106,CVE-2023-4908,Low,2.0,CWE-119,2026-02-21,Closed,14,Yes
VULN-01051,AST-0411,CVE-2023-5668,Medium,5.2,CWE-200,2025-06-01,Open,90,Yes
VULN-01052,AST-0176,CVE-2023-7809,Critical,9.6,CWE-119,2026-02-18,Open,30,Yes
VULN-01053,AST-0133,CVE-2023-2133,High,8.0,CWE-287,2025-11-20,Open,14,Yes
VULN-01054,AST-0457,CVE-2023-9199,High,8.5,CWE-200,2026-02-12,Closed,60,Yes
VULN-01055,AST-0017,CVE-2023-3711,Medium,4.8,CWE-119,2025-04-30,Open,60,Yes
VULN-01056,AST-0172,CVE-2023-3161,High,8.9,CWE-79,2025-08-27,In Progress,90,No
VULN-01057,AST-0167,CVE-2023-5239,Critical,9.8,CWE-20,2025-11-07,Open,60,Yes
VULN-01058,AST-0193,CVE-2023-3734,Low,1.3,CWE-20,2025-09-28,In Progress,7,No
VULN-01059,AST-0399,CVE-2023-8563,Medium,5.0,CWE-89,2025-12-27,Risk Accepted,30,No
VULN-01060,AST-0197,CVE-2023-1528,Medium,6.2,CWE-287,2025-09-05,In Progress,7,No
VULN-01061,AST-0338,CVE-2023-9019,Critical,9.4,CWE-119,2025-05-11,Risk Accepted,90,Yes
VULN-01062,AST-0273,CVE-2023-3545,Low,1.5,CWE-200,2025-10-28,Closed,30,Yes
VULN-01063,AST-0158,CVE-2023-4371,Low,2.0,CWE-287,2025-12-22,Open,90,Yes
VULN-01064,AST-0144,CVE-2023-8039,High,8.0,CWE-79,2025-08-25,In Progress,7,No
VULN-01065,AST-0471,CVE-2023-5503,Low,0.7,CWE-79,2025-04-19,In Progress,60,No
VULN-01066,AST-0199,CVE-2023-4385,Critical,9.3,CWE-287,2026-03-10,Risk Accepted,7,Yes
VULN-01067,AST-0282,CVE-2023-2046,High,8.4,CWE-119,2025-09-25,Risk Accepted,14,No
VULN-01068,AST-0022,CVE-2023-9804,Medium,4.2,CWE-200,2026-02-28,Risk Accepted,14,No
VULN-01069,AST-0144,CVE-2023-6147,Critical,9.3,CWE-200,2025-10-22,In Progress,60,Yes
VULN-01070,AST-0493,CVE-2023-6253,High,7.6,CWE-200,2025-05-25,Risk Accepted,7,No
VULN-01071,AST-0356,CVE-2023-2885,Low,3.8,CWE-79,2025-09-30,In Progress,7,No
VULN-01072,AST-0058,CVE-2023-2406,Medium,4.7,CWE-79,2025-09-02,In Progress,7,No
VULN-01073,AST-0500,CVE-2023-6067,Low,0.4,CWE-287,2025-12-17,Risk Accepted,60,Yes
VULN-01074,AST-0277,CVE-2023-7161,Medium,4.5,CWE-79,2026-03-27,Risk Accepted,30,No
VULN-01075,AST-0122,CVE-2023-2685,High,7.4,CWE-119,2026-03-02,Risk Accepted,60,Yes
VULN-01076,AST-0387,CVE-2023-3340,Low,1.4,CWE-200,2025-10-10,Risk Accepted,7,Yes
VULN-01077,AST-0397,CVE-2023-8951,Critical,9.7,CWE-200,2026-01-14,In Progress,30,No
VULN-01078,AST-0106,CVE-2023-4438,Critical,9.2,CWE-89,2025-06-13,Risk Accepted,30,Yes
VULN-01079,AST-0272,CVE-2023-3017,Low,1.1,CWE-79,2025-10-01,Risk Accepted,14,No
VULN-01080,AST-0196,CVE-2023-5942,Critical,9.0,CWE-89,2025-06-22,Risk Accepted,90,Yes
VULN-01081,AST-0487,CVE-2023-5919,Low,0.9,CWE-89,2026-01-24,Open,30,No
VULN-01082,AST-0361,CVE-2023-2388,Critical,9.3,CWE-200,2025-11-03,Open,60,No
VULN-01083,AST-0139,CVE-2023-3298,Low,1.7,CWE-200,2025-12-23,Risk Accepted,90,No
VULN-01084,AST-0042,CVE-2023-4438,Critical,9.9,CWE-119,2025-07-28,Closed,14,Yes
VULN-01085,AST-0453,CVE-2023-3545,Low,1.5,CWE-287,2025-12-10,Risk Accepted,30,Yes
VULN-01086,AST-0412,CVE-2023-7566,Critical,9.8,CWE-79,2026-02-22,Open,90,No
VULN-01087,AST-0410,CVE-2023-9348,Critical,9.5,CWE-200,2026-04-07,Open,60,Yes
VULN-01088,AST-0475,CVE-2023-1732,Medium,5.4,CWE-89,2025-11-10,Risk Accepted,90,No
VULN-01089,AST-0101,CVE-2023-4390,Critical,9.2,CWE-79,2026-02-09,Closed,60,No
VULN-01090,AST-0487,CVE-2023-9281,Low,0.1,CWE-89,2025-10-19,Closed,30,No
VULN-01091,AST-0213,CVE-2023-2195,Medium,6.4,CWE-119,2025-10-12,In Progress,7,No
VULN-01092,AST-0056,CVE-2023-8303,Critical,9.0,CWE-20,2025-10-01,Closed,30,Yes
VULN-01093,AST-0149,CVE-2023-4678,Low,1.0,CWE-119,2026-03-01,In Progress,90,No
VULN-01094,AST-0472,CVE-2023-3139,Critical,9.5,CWE-119,2026-01-23,In Progress,60,Yes
VULN-01095,AST-0099,CVE-2023-9019,Low,3.5,CWE-89,2025-12-01,Risk Accepted,14,Yes
VULN-01096,AST-0228,CVE-2023-4836,High,8.0,CWE-200,2025-07-28,Risk Accepted,30,Yes
VULN-01097,AST-0332,CVE-2023-3525,Medium,4.6,CWE-79,2025-08-18,Risk Accepted,7,Yes
VULN-01098,AST-0232,CVE-2023-6362,Critical,9.6,CWE-79,2026-03-11,Risk Accepted,7,Yes
VULN-01099,AST-0388,CVE-2023-6916,Low,2.5,CWE-20,2025-07-19,In Progress,14,Yes
VULN-01100,AST-0459,CVE-2023-9377,Medium,4.6,CWE-89,2026-03-03,Risk Accepted,30,Yes
VULN-01101,AST-0130,CVE-2023-5239,Medium,4.2,CWE-287,2026-04-12,Open,90,Yes
VULN-01102,AST-0452,CVE-2023-8230,Critical,9.5,CWE-79,2025-05-18,Open,14,No
VULN-01103,AST-0419,CVE-2023-3525,Medium,6.6,CWE-79,2025-08-01,Risk Accepted,30,Yes
VULN-01104,AST-0325,CVE-2023-2195,Low,0.5,CWE-79,2026-03-23,Risk Accepted,7,No
VULN-01105,AST-0330,CVE-2023-5389,Critical,9.2,CWE-119,2025-10-07,Closed,60,Yes
VULN-01106,AST-0380,CVE-2023-5403,High,7.6,CWE-89,2025-07-18,Open,7,No
VULN-01107,AST-0087,CVE-2023-2529,Medium,5.4,CWE-200,2026-01-31,Open,14,No
VULN-01108,AST-0092,CVE-2023-5922,Critical,9.2,CWE-200,2025-10-12,Open,90,Yes
VULN-01109,AST-0020,CVE-2023-1602,High,8.6,CWE-89,2025-11-22,Open,30,Yes
VULN-01110,AST-0244,CVE-2023-3340,High,7.2,CWE-89,2025-12-08,Closed,30,No
VULN-01111,AST-0125,CVE-2023-9022,High,8.8,CWE-287,2025-12-30,Closed,60,No
VULN-01112,AST-0409,CVE-2023-5503,Low,2.0,CWE-89,2025-09-09,Closed,14,Yes
VULN-01113,AST-0131,CVE-2023-8851,Medium,6.8,CWE-200,2025-08-23,Closed,14,Yes
VULN-01114,AST-0180,CVE-2023-5305,Low,1.7,CWE-119,2025-04-26,Closed,30,Yes
VULN-01115,AST-0421,CVE-2023-5399,Low,1.7,CWE-20,2025-10-23,Closed,7,No
VULN-01116,AST-0057,CVE-2023-1753,High,8.7,CWE-200,2026-03-11,Closed,90,No
VULN-01117,AST-0411,CVE-2023-2956,Medium,5.8,CWE-287,2025-08-19,Closed,60,Yes
VULN-01118,AST-0350,CVE-2023-7116,Critical,9.2,CWE-119,2025-06-24,In Progress,30,Yes
VULN-01119,AST-0080,CVE-2023-7290,Critical,9.2,CWE-20,2025-10-21,In Progress,30,Yes
VULN-01120,AST-0020,CVE-2023-5991,Critical,9.3,CWE-287,2025-07-06,Closed,14,No
VULN-01121,AST-0159,CVE-2023-8039,Medium,6.6,CWE-79,2025-08-30,Risk Accepted,30,Yes
VULN-01122,AST-0024,CVE-2023-4228,High,7.2,CWE-287,2026-02-18,Open,90,No
VULN-01123,AST-0465,CVE-2023-2916,Low,1.3,CWE-89,2025-07-24,In Progress,7,No
VULN-01124,AST-0034,CVE-2023-6993,Low,0.3,CWE-119,2025-08-25,Open,7,No
VULN-01125,AST-0051,CVE-2023-1266,High,8.1,CWE-119,2025-08-01,In Progress,90,Yes
VULN-01126,AST-0173,CVE-2023-7337,Medium,4.1,CWE-200,2026-03-22,Open,60,No
VULN-01127,AST-0277,CVE-2023-9808,High,8.6,CWE-79,2025-12-02,Open,30,Yes
VULN-01128,AST-0339,CVE-2023-9808,Critical,9.5,CWE-119,2026-01-12,Closed,30,No
VULN-01129,AST-0284,CVE-2023-9756,Medium,5.2,CWE-20,2026-03-22,Risk Accepted,90,Yes
VULN-01130,AST-0007,CVE-2023-2923,Low,1.2,CWE-119,2025-07-31,Open,30,Yes
VULN-01131,AST-0069,CVE-2023-2350,Critical,9.2,CWE-79,2025-11-16,In Progress,7,No
VULN-01132,AST-0466,CVE-2023-4965,Low,1.0,CWE-89,2025-04-18,Closed,90,Yes
VULN-01133,AST-0445,CVE-2023-7337,Critical,9.3,CWE-79,2025-11-01,Open,7,No
VULN-01134,AST-0017,CVE-2023-7270,Critical,9.3,CWE-200,2025-06-28,Risk Accepted,30,Yes
VULN-01135,AST-0329,CVE-2023-2392,High,8.1,CWE-89,2025-05-18,Closed,14,No
VULN-01136,AST-0219,CVE-2023-7786,Low,2.6,CWE-200,2025-07-17,In Progress,90,No
VULN-01137,AST-0466,CVE-2023-3999,Low,3.8,CWE-287,2026-01-19,Risk Accepted,14,Yes
VULN-01138,AST-0047,CVE-2023-8248,Medium,6.2,CWE-79,2025-09-19,Closed,90,Yes
VULN-01139,AST-0492,CVE-2023-8183,High,8.3,CWE-119,2025-10-21,Open,14,Yes
VULN-01140,AST-0195,CVE-2023-9006,High,7.9,CWE-89,2025-11-16,Risk Accepted,7,No
VULN-01141,AST-0453,CVE-2023-4921,High,8.5,CWE-200,2026-02-03,Closed,30,No
VULN-01142,AST-0194,CVE-2023-9755,High,8.6,CWE-89,2025-07-17,In Progress,30,No
VULN-01143,AST-0161,CVE-2023-5055,Low,3.4,CWE-89,2026-01-08,Risk Accepted,14,Yes
VULN-01144,AST-0433,CVE-2023-3246,Medium,5.2,CWE-20,2025-10-16,Open,14,No
VULN-01145,AST-0159,CVE-2023-4022,Critical,9.7,CWE-79,2025-12-21,Risk Accepted,14,No
VULN-01146,AST-0309,CVE-2023-2525,Critical,9.5,CWE-119,2026-01-16,Closed,30,Yes
VULN-01147,AST-0174,CVE-2023-1732,Critical,9.5,CWE-89,2025-10-22,Risk Accepted,90,No
VULN-01148,AST-0277,CVE-2023-4063,Medium,5.4,CWE-20,2025-10-06,Open,7,No
VULN-01149,AST-0048,CVE-2023-8460,Low,1.9,CWE-119,2026-02-16,In Progress,90,No
VULN-01150,AST-0190,CVE-2023-9300,Low,2.1,CWE-287,2025-04-21,Open,14,Yes
VULN-01151,AST-0181,CVE-2023-5247,High,7.2,CWE-79,2025-05-21,Closed,14,Yes
VULN-01152,AST-0210,CVE-2023-3248,Critical,9.3,CWE-200,2025-08-07,Risk Accepted,60,No
VULN-01153,AST-0077,CVE-2023-7590,Critical,9.2,CWE-287,2025-07-10,Closed,60,Yes
VULN-01154,AST-0320,CVE-2023-3733,High,8.5,CWE-287,2025-09-19,Closed,90,No
VULN-01155,AST-0365,CVE-2023-3078,Critical,9.1,CWE-287,2026-01-08,Risk Accepted,30,Yes
VULN-01156,AST-0078,CVE-2023-1440,High,7.6,CWE-89,2025-07-18,In Progress,30,No
VULN-01157,AST-0308,CVE-2023-8826,High,8.8,CWE-119,2025-08-11,Risk Accepted,30,Yes
VULN-01158,AST-0342,CVE-2023-3248,High,8.9,CWE-79,2025-12-28,In Progress,7,No
VULN-01159,AST-0464,CVE-2023-5380,Low,2.3,CWE-89,2025-11-26,Risk Accepted,7,Yes
VULN-01160,AST-0390,CVE-2023-6134,Critical,9.6,CWE-89,2025-09-05,In Progress,14,Yes
VULN-01161,AST-0329,CVE-2023-5537,Critical,9.3,CWE-20,2025-10-15,Risk Accepted,60,No
VULN-01162,AST-0069,CVE-2023-8365,Medium,5.9,CWE-20,2025-11-15,Risk Accepted,7,No
VULN-01163,AST-0283,CVE-2023-9568,Medium,6.1,CWE-200,2025-11-07,Risk Accepted,7,No
VULN-01164,AST-0399,CVE-2023-9115,Critical,9.1,CWE-89,2025-08-26,In Progress,30,No
VULN-01165,AST-0360,CVE-2023-5668,Critical,9.2,CWE-287,2025-09-27,Risk Accepted,30,Yes
VULN-01166,AST-0453,CVE-2023-1201,Critical,9.2,CWE-119,2026-01-29,Open,30,No
VULN-01167,AST-0218,CVE-2023-2690,High,8.0,CWE-20,2025-11-14,Closed,60,No
VULN-01168,AST-0298,CVE-2023-7524,Medium,4.9,CWE-200,2025-08-21,Closed,90,Yes
VULN-01169,AST-0160,CVE-2023-5399,Low,3.1,CWE-20,2025-08-29,Closed,7,Yes
VULN-01170,AST-0030,CVE-2023-9366,Low,3.6,CWE-119,2026-01-12,In Progress,90,No
VULN-01171,AST-0312,CVE-2023-9646,High,7.6,CWE-79,2025-10-08,Closed,7,No
VULN-01172,AST-0214,CVE-2023-2350,Critical,9.2,CWE-200,2025-07-29,Open,7,No
VULN-01173,AST-0167,CVE-2023-3298,Medium,4.0,CWE-287,2025-08-12,Open,7,No
VULN-01174,AST-0391,CVE-2023-5298,High,7.7,CWE-200,2025-07-21,In Progress,7,No
VULN-01175,AST-0271,CVE-2023-6706,High,8.9,CWE-119,2025-07-13,Open,30,Yes
VULN-01176,AST-0203,CVE-2023-4065,Critical,9.5,CWE-89,2025-05-31,Risk Accepted,60,No
VULN-01177,AST-0423,CVE-2023-2262,Critical,9.9,CWE-20,2026-01-20,Closed,14,No
VULN-01178,AST-0089,CVE-2023-1172,Medium,6.3,CWE-287,2025-06-28,In Progress,30,Yes
VULN-01179,AST-0412,CVE-2023-8501,Low,2.2,CWE-20,2025-08-15,Open,30,No
VULN-01180,AST-0418,CVE-2023-3877,High,7.7,CWE-119,2025-05-31,Open,14,No
VULN-01181,AST-0337,CVE-2023-5902,Medium,5.5,CWE-287,2026-01-28,Closed,60,No
VULN-01182,AST-0204,CVE-2023-6963,Low,1.9,CWE-119,2025-11-09,Risk Accepted,7,Yes
VULN-01183,AST-0290,CVE-2023-1172,Low,0.4,CWE-200,2026-02-05,Closed,14,No
VULN-01184,AST-0018,CVE-2023-7092,High,8.2,CWE-200,2026-01-08,Closed,7,No
VULN-01185,AST-0218,CVE-2023-2752,High,7.8,CWE-119,2025-06-25,Risk Accepted,7,Yes
VULN-01186,AST-0328,CVE-2023-4705,Critical,9.3,CWE-79,2025-06-28,Closed,90,Yes
VULN-01187,AST-0145,CVE-2023-3181,Medium,5.6,CWE-20,2025-07-08,Open,7,Yes
VULN-01188,AST-0055,CVE-2023-8039,High,8.0,CWE-287,2026-01-26,Risk Accepted,14,Yes
VULN-01189,AST-0351,CVE-2023-6131,High,7.6,CWE-287,2025-10-20,Open,60,Yes
VULN-01190,AST-0192,CVE-2023-8303,Critical,9.1,CWE-200,2025-07-31,Open,90,Yes
VULN-01191,AST-0382,CVE-2023-6747,High,7.4,CWE-79,2026-01-21,Risk Accepted,60,Yes
VULN-01192,AST-0036,CVE-2023-6302,Critical,9.3,CWE-89,2025-11-29,In Progress,90,No
VULN-01193,AST-0306,CVE-2023-6905,Low,3.4,CWE-79,2026-02-04,Risk Accepted,14,Yes
VULN-01194,AST-0172,CVE-2023-5942,High,8.0,CWE-287,2025-11-04,In Progress,14,Yes
VULN-01195,AST-0094,CVE-2023-6134,Low,1.9,CWE-287,2025-12-02,Open,90,No
VULN-01196,AST-0342,CVE-2023-1505,Medium,5.9,CWE-119,2025-08-02,Open,60,No
VULN-01197,AST-0458,CVE-2023-5298,Low,0.7,CWE-119,2025-05-24,Open,90,No
VULN-01198,AST-0129,CVE-2023-4290,Critical,9.6,CWE-287,2026-03-04,Risk Accepted,7,No
VULN-01199,AST-0402,CVE-2023-7291,High,7.9,CWE-119,2025-06-29,Closed,7,Yes
VULN-01200,AST-0027,CVE-2023-1948,Medium,5.5,CWE-200,2025-08-08,In Progress,30,No
VULN-01201,AST-0036,CVE-2023-4621,Critical,9.2,CWE-20,2025-07-12,Closed,60,Yes
VULN-01202,AST-0362,CVE-2023-6629,Medium,6.3,CWE-20,2025-09-02,Risk Accepted,7,No
VULN-01203,AST-0286,CVE-2023-3161,Low,3.8,CWE-287,2025-06-23,In Progress,90,No
VULN-01204,AST-0212,CVE-2023-8529,High,8.3,CWE-200,2025-08-10,Closed,90,No
VULN-01205,AST-0330,CVE-2023-2083,Critical,9.0,CWE-287,2025-04-20,In Progress,14,Yes
VULN-01206,AST-0042,CVE-2023-2690,Critical,9.5,CWE-119,2026-01-14,Closed,14,Yes
VULN-01207,AST-0265,CVE-2023-7815,Critical,9.9,CWE-287,2025-11-08,Risk Accepted,60,Yes
VULN-01208,AST-0067,CVE-2023-1602,Critical,9.6,CWE-79,2025-06-03,Open,60,No
VULN-01209,AST-0003,CVE-2023-3999,Critical,9.5,CWE-79,2025-07-30,Risk Accepted,60,Yes
VULN-01210,AST-0295,CVE-2023-9428,High,7.4,CWE-119,2025-05-02,Closed,14,Yes
VULN-01211,AST-0398,CVE-2023-2237,High,7.8,CWE-89,2025-05-06,Open,90,Yes
VULN-01212,AST-0178,CVE-2023-1990,Critical,9.2,CWE-89,2025-11-15,Open,30,No
VULN-01213,AST-0203,CVE-2023-7022,Critical,9.3,CWE-287,2025-08-06,Risk Accepted,14,Yes
VULN-01214,AST-0411,CVE-2023-6154,Low,2.0,CWE-200,2026-01-10,In Progress,7,No
VULN-01215,AST-0474,CVE-2023-6067,Low,2.5,CWE-79,2025-06-03,Open,14,No
VULN-01216,AST-0285,CVE-2023-6422,Critical,9.1,CWE-79,2025-12-18,Closed,7,Yes
VULN-01217,AST-0242,CVE-2023-4232,Medium,6.7,CWE-119,2026-03-18,Closed,7,Yes
VULN-01218,AST-0009,CVE-2023-9967,Medium,4.2,CWE-89,2026-02-01,Closed,60,Yes
VULN-01219,AST-0236,CVE-2023-7024,Critical,9.5,CWE-20,2025-10-22,Open,7,No
VULN-01220,AST-0211,CVE-2023-7286,Low,1.1,CWE-79,2025-05-24,In Progress,14,No
VULN-01221,AST-0372,CVE-2023-4434,Critical,9.2,CWE-200,2026-03-19,Open,30,Yes
VULN-01222,AST-0421,CVE-2023-5489,Low,2.4,CWE-79,2025-04-19,Risk Accepted,14,No
VULN-01223,AST-0198,CVE-2023-7743,Critical,9.5,CWE-200,2025-11-23,In Progress,30,No
VULN-01224,AST-0071,CVE-2023-7401,Low,1.9,CWE-89,2025-08-03,Open,7,Yes
VULN-01225,AST-0310,CVE-2023-1948,High,8.0,CWE-119,2025-10-14,Open,90,No
VULN-01226,AST-0106,CVE-2023-7703,Critical,9.4,CWE-287,2025-10-17,In Progress,60,No
VULN-01227,AST-0159,CVE-2023-9796,High,7.2,CWE-200,2025-10-03,Closed,30,Yes
VULN-01228,AST-0161,CVE-2023-7437,Medium,5.3,CWE-89,2025-08-25,In Progress,7,Yes
VULN-01229,AST-0113,CVE-2023-4090,High,7.8,CWE-200,2025-06-25,Open,7,Yes
VULN-01230,AST-0151,CVE-2023-6816,Critical,9.1,CWE-119,2025-05-04,In Progress,30,Yes
VULN-01231,AST-0159,CVE-2023-1152,Medium,5.0,CWE-89,2025-07-22,Closed,14,No
VULN-01232,AST-0362,CVE-2023-1132,Low,2.6,CWE-79,2026-04-15,Open,30,Yes
VULN-01233,AST-0109,CVE-2023-9300,Low,2.8,CWE-20,2026-03-15,In Progress,60,No
VULN-01234,AST-0491,CVE-2023-7367,Medium,5.4,CWE-287,2025-10-17,In Progress,90,No
VULN-01235,AST-0064,CVE-2023-3078,Medium,6.0,CWE-79,2025-05-29,Open,30,No
VULN-01236,AST-0164,CVE-2023-8412,Low,1.2,CWE-89,2026-02-28,In Progress,30,Yes
VULN-01237,AST-0306,CVE-2023-5693,Critical,9.4,CWE-89,2025-05-10,Open,14,No
VULN-01238,AST-0085,CVE-2023-6399,Low,3.7,CWE-119,2025-09-17,Open,30,No
VULN-01239,AST-0426,CVE-2023-3458,Low,1.2,CWE-79,2025-10-22,Open,30,No
VULN-01240,AST-0443,CVE-2023-7809,Low,0.2,CWE-119,2025-05-13,Risk Accepted,7,Yes
VULN-01241,AST-0385,CVE-2023-6629,High,7.7,CWE-119,2025-11-25,Open,30,Yes
